Title,Id,PostTypeId,AcceptedAnswerId,ParentId,OwnerUserId,DisplayName,Reputation
,13839,2,,13837,110,Fillet,3554
How many teams have forced a game 7 after being down 3-1 in the series?,13840,1,,,11416,kuartus4,31
Most Sixes on a Ground by a Player - Cricket,13841,1,14329,,11417,Failed Scientist,103
Has a baserunner ever been hit by a batted ball?,13842,1,13844,,11234,Yousend,765
Why does a player have to serve a Too Many Men on the Ice penalty?,13846,1,13856,,11045,Richard Roe,281
Is a bunted foul ball for strike 3 a dead ball?,13847,1,,,11420,user11420,51
"if the runner advancing to second base is hit by the throw from the outfield, is he out?",13848,1,,,11421,Scott Campbell,11
,13850,2,,13847,10791,user1207177,211
F1 Tyre Regulations for 2016?,13851,1,13857,,11423,Lucky Bojangles,13
,13853,2,,8781,11424,Jonah Leisure,11
Can the referee stop play for an injury or any other reason?,13854,1,13861,,10380,Alex,247
,13855,2,,13854,10215,Ê€á´‡á´…_á´…á´‡á´ ÉªÊŸ226,2437
,13856,2,,13846,96,Mormegil,3328
,13857,2,,13851,339,davidjwest,1591
,13858,2,,13838,6232,Joe,8606
,13859,2,,10387,9319,Nij,6688
How often does this achievement happen in basketball?,13860,1,13862,,11428,Farewell,233
,13861,2,,13854,3526,Reinstate Monica 2331977,7219
,13862,2,,13860,12,Michael Myers,3257
,13863,2,,10509,11430,Brian Davis,21
Does a run count on a passed ball on a third strike?,13865,1,,,11433,user11433,41
"What happens if a base runner attempts a steal right before the pitch, then the batter hits a foul ball?",13869,1,13870,,11234,Yousend,765
,13871,2,,13865,6232,Joe,8606
Why would forfeits in football be scored as 3-0?,13872,1,13876,,10657,Sam Dai,782
Which climbers have successfully scaled a wall with 15C difficulty?,13874,1,13875,,10319,Dawny33,625
,13875,2,,13874,11437,toasti,56
,13876,2,,13872,9319,Nij,6688
,13877,2,,13145,11439,fedorqui,1293
What action was Logan Couture referring to when describing Sidney Crosby as cheating on faceoffs?,13879,1,13880,,11009,Grizzly,526
,13880,2,,13879,11234,Yousend,765
,13881,2,,13119,6126,Philip Kendall,18797
Three two-run homers in the span of six batters,13882,1,,,11441,Colin McDonald,51
,13883,2,,13879,9319,Nij,6688
Can Euro 2016 tickets be transferred to a someone,13885,1,,,11444,Raymond Chenon,109
,13886,2,,13885,110,Fillet,3554
Leicester City FC in the seasons 2015/2016 and 2014/2015,13889,1,,,11428,Farewell,233
,13890,2,,13889,11449,qwertylpc,181
How do I become a Badminton umpire?,13891,1,13892,,1419,phihag,1832
,13892,2,,13891,1419,phihag,1832
"Under which scenarios are using the term ""double-elimination game"" appropriate?",13893,1,13896,,11451,Dave,111
,13896,2,,13893,1419,phihag,1832
Was this offside decision from a corner correct?,13898,1,,,11463,Jim Monahan,39
what is the purpose of a 'Squib' kick in the NFL?,13900,1,,,10520,Griffin,91
,13901,2,,13898,110,Fillet,3554
,13902,2,,13900,8937,New-To-IT,2027
,13903,2,,13898,3526,Reinstate Monica 2331977,7219
,13904,2,,13898,11467,leoOrion,101
Inline wheels wobble,13905,1,,,11469,user11469,71
,13907,2,,13900,11471,Ole' Hickory,11
Leagues which count for two assists?,13912,1,,,7651,boxspah,954
Would this baseball defense work?,13914,1,13916,,9690,Jason P Sallinger,1162
,13916,2,,13914,6126,Philip Kendall,18797
What are the rules in baseball about how close a fielder can stand to the home plate?,13917,1,,,11479,Elias Andersen,41
Consensus on the goalie 'hole' numbering in Hockey?,10428,1,10670,,7605,DA.,350
,10431,2,,10322,6,wax eagle,8985
Kentucky Derby vs. Royal Ascot vs. Dubai World Cup,10432,1,,,1898,kuzzooroo,1510
Why is match fixing illegal?,10433,1,,,9498,Martin Taleski,159
How many college level varsity women's rugby teams are there in the US currently?,10434,1,10441,,9500,Katie Hurley,121
,10435,2,,4302,9501,hot girl,1
,10436,2,,4302,9462,hari haran,121
,10437,2,,10433,8957,Chris Harland,604
,10438,2,,10425,9319,Nij,6688
,10439,2,,10433,8912,Joe W,228
,10440,2,,9190,9505,MFornari,409
,10441,2,,10434,9506,user9506,14
,10442,2,,3165,9129,Ben Whyall,1892
,10443,2,,2727,9510,deadlock,11
How are doubles seeds calculated?,10444,1,,,1237,Martin,5720
,10447,2,,10444,1237,Martin,5720
What is the primary role of a winger?,10451,1,10464,,9520,Coding Enthusiast,173
Is a batsman out if his broken bat is caught?,10452,1,,,9521,Inquisitive,9
,10453,2,,10452,9516,Jamoamo,61
,10454,2,,5467,9516,Jamoamo,61
Formula One and Indy Cars,10455,1,10477,,9523,garyv440,163
Regarding age of a player in the the ICC Under 19 World Cup,10456,1,,,9525,Sadman Rahman,41
,10457,2,,3413,9526,sean,21
Who are the other horses and riders alongside Americah Pharoah?,10458,1,10677,,9528,HDE 226868,153
,10459,2,,10456,9529,Vishnu Raj,378
Five a side tournament - awarding bye's in a partial round robin,10460,1,10461,,9530,Angry Dan,123
,10461,2,,10460,6126,Philip Kendall,18797
,10463,2,,3702,9532,sfdcFanBoy,121
,10464,2,,10451,9533,PeterB,46
Why can a defensive lineman wear a number in the 60s?,10466,1,,,9334,Ary_Vandelay17,87
,10467,2,,10466,8937,New-To-IT,2027
How many head coaches/managers in women's football are women?,10469,1,10472,,1915,rg255,425
How does the NBA get paid by the networks for playoff games?,10471,1,,,9537,Preston1951,111
,10472,2,,10469,9505,MFornari,409
,10473,2,,10456,3394,Shrivallabh,151
Methods to track player movements including distance,10474,1,,,9543,Jamzy,161
,10477,2,,10455,339,davidjwest,1591
Coach throws the ball against the referee,10478,1,10479,,9540,Galma88,165
,10479,2,,10478,6126,Philip Kendall,18797
,10481,2,,7367,5014,Hausdorf,376
,10482,2,,10474,9546,Julian,121
,10483,5,,,1237,Martin,5720
,10484,4,,,9502,Chenmunka,374
Why do the Yankees and Mets usually have opposite home/away schedules?,10485,1,10486,,9548,psychometriko,163
,10486,2,,10485,6232,Joe,8606
What determines if a hand pass is legal in the NHL?,10488,1,10490,,2157,diggers3,3072
Offensive Player Injured on Foul,10489,1,10505,,2157,diggers3,3072
,10490,2,,10488,9551,Ben Steeves,189
What happens when all the same color balls (solids or stripes) go in on the break?,10491,1,10545,,9552,PawnInGameOfLife,193
How can I determine safe surfing conditions from a surf report for a beginner?,10493,1,,,4976,Andrew Cheong,143
Are World Cup refs all the same gender as the teams?,10495,1,10496,,4832,Kate Gregory,662
,10496,2,,10495,3526,Reinstate Monica 2331977,7219
,10499,2,,3639,9559,zabo,1
Why would a recently drafted player sign for less than slot value?,10500,1,,,9561,Illini ,11
What makes a rainy day more suitable for fast bowlers?,10501,1,,,9562,anshabhi,250
What food are the players served in a break?,10502,1,10503,,9562,anshabhi,250
,10503,2,,10502,6039,TrueDub,3363
,10504,2,,10502,9129,Ben Whyall,1892
,10505,2,,10489,9275,kuhl,271
What is the MLB record for the most errors by a single player on a single play?,10506,1,,,1607,Nate Eldredge,1274
,10507,2,,10506,6126,Philip Kendall,18797
Is there strong research that demonstrates the effect of emotion on performance in different types of sports?,10508,1,,,1539,Michael Lai,371
What happens if a team walks off the field during a football match?,10509,1,,,9569,Mason,71
,10510,2,,10509,6126,Philip Kendall,18797
,10511,2,,10451,9571,scommetix,21
,10512,2,,10509,110,Fillet,3554
,10513,2,,10408,9571,scommetix,21
How long does a player stay in the ICC rankings for once no longer appearing for the national side?,10514,1,,,9572,Justin,61
,10515,2,,10514,6126,Philip Kendall,18797
When was extra time introduced in European football competitions?,10518,1,,,9574,John Zammit,91
,10519,2,,10508,6336,rrirower,742
,10520,2,,5062,9129,Ben Whyall,1892
Swimming pace - where should I be and what should I do?,10521,1,,,9575,cdonner,179
,10522,2,,4615,9575,cdonner,179
,10523,2,,692,9577,LeftyGlick36,131
"If a baseball team takes a large early lead, would it make sense to substitute an inferior pitcher to save the better one?",10524,1,,,1738,Tom Au,3617
,10525,2,,10524,9578,BowlOfRed,2998
,10526,2,,10509,9308,Scoll,206
,10528,2,,6935,9578,BowlOfRed,2998
How to control Speed Wobble?,10531,1,10544,,1478,ThunderToes,661
,10532,5,,,-1,Community,1
,10533,4,,,9502,Chenmunka,374
,10534,2,,10501,796,Masked Man,1
,10539,2,,10521,2011,Val,1005
,10541,2,,10518,9520,Coding Enthusiast,173
,10543,2,,10531,9591,latetojoin,51
,10544,2,,10531,9308,Scoll,206
,10545,2,,10491,110,Fillet,3554
,2427,2,,2418,1184,Ashutosh Mishra,447
,2428,2,,2423,1213,Nick,239
FIFA Club World Cup,2429,1,,,676,Channel72,201
,2431,2,,2429,857,Orangecrush,5088
,2433,2,,548,1193,Rafael Emshoff,535
Is it ok to get a massage BEFORE a competition?,2434,1,2435,,1193,Rafael Emshoff,535
,2435,2,,2434,18,jamauss,8239
Left arm Leg Spinner - A term not used. Why?,2436,1,2443,,336,Rohit Vipin Mathews,868
,2437,2,,2107,528,KeithS,2538
,2438,2,,2411,1221,baller,56
,2439,2,,1825,528,KeithS,2538
,2440,2,,1824,528,KeithS,2538
What factors does the shot power depend on and how can it be improved?,2442,1,,,364,posdef,7095
,2443,2,,2436,857,Orangecrush,5088
too many players on the court,2444,1,2452,,1226,jth41,173
Does Racquetball have a stand your ground rule?,2445,1,,,1227,Rojzik,151
"Is ""The Blues"" a nickname for the St. Louis Blues",2446,1,,,1228,tzenes,105
,2449,2,,2446,152,Jacob G,2960
Skateboard slips from underneath me when doing smoother push offs,2450,1,2451,,1232,Erkling,153
,2451,2,,2450,6,wax eagle,8985
,2452,2,,2444,786,SocioMatt,2379
What are differences between off-piste alpine skiing equimpments and in piste equipments?,2456,1,2543,,1098,Persian Cat,163
What is the red zone in rugby (or American football) and how did it get that name?,2457,1,2564,,921,iDev,1824
,2458,2,,2457,857,Orangecrush,5088
What does the shortcut JE used in tennis drawsheets mean?,2459,1,2460,,1237,Martin,5720
,2460,2,,2459,540,Himanshu Jansari,6462
"In fantasy baseball, should I avoid playing pitchers who are starting against my batters?",2462,1,2464,,786,SocioMatt,2379
,2463,2,,2462,152,Jacob G,2960
,2464,2,,2462,224,Chad,902
Switch-Pitcher versus Switch-Batter,2465,1,2468,,569,Highrule,507
"How many people can ""cut down the net""?",2467,1,2549,,26,samthebrand,1128
,2468,2,,2465,27,Peter Eisentraut,3084
,2469,2,,2462,27,Peter Eisentraut,3084
,2470,2,,2305,1243,Sellyme,664
,2471,2,,2204,857,Orangecrush,5088
What are the differences between the Wooden Award and the Naismith Award?,2475,1,2501,,26,samthebrand,1128
,2476,5,,,857,Orangecrush,5088
,2477,4,,,857,Orangecrush,5088
Is the runner on first forced to run?,2479,1,,,1260,Kevin,141
Is it a boundary or overthrows?,2480,1,2481,,857,Orangecrush,5088
,2481,2,,2480,857,Orangecrush,5088
Are these overthrows 4 or 6?,2482,1,2483,,857,Orangecrush,5088
,2483,2,,2482,921,iDev,1824
Is there a standard reduced numbers version of Australian Rules Football?,2484,1,2494,,675,Bogdanovist,4250
How to get rid of the smell from indoor climbing shoes?,2485,1,2488,,1262,Michiel,183
,2486,2,,393,1263,user1263,1
How are football players objectively rated?,2487,1,2510,,675,Bogdanovist,4250
,2488,2,,2485,675,Bogdanovist,4250
How are jersey numbers assigned in Cricket?,2489,1,2490,,921,iDev,1824
,2490,2,,2489,675,Bogdanovist,4250
,2491,2,,2487,477,gbianchi,2140
Rules against celebratory compensation in the ncaa,2493,1,2498,,75,chrisjlee,3257
,2494,2,,2484,1243,Sellyme,664
,2495,2,,2479,1243,Sellyme,664
,2497,2,,2457,1243,Sellyme,664
,2498,2,,2493,650,Devin,1192
,2499,2,,2487,650,Devin,1192
Super over for super over,2500,1,2503,,753,Azik Abdullah,8601
,2501,2,,2475,1269,Sean O,56
,2502,2,,2500,667,Renjith,532
,2503,2,,2500,857,Orangecrush,5088
,2504,2,,2479,246,Matt,1280
,2505,2,,2479,528,KeithS,2538
,2508,2,,2330,650,Devin,1192
,2509,2,,1175,650,Devin,1192
,2510,2,,2487,364,posdef,7095
How do doubles squash rules vary from singles rules?,2511,1,2512,,695,damned truths,335
,2512,2,,2511,921,iDev,1824
,2515,2,,2489,1277,NetStarter,1475
what about a switch bowling action,2516,1,2520,,1277,NetStarter,1475
,2518,2,,2516,857,Orangecrush,5088
How do I coach those who don't want help?,2519,1,2540,,1238,Thronk,221
,2520,2,,2516,675,Bogdanovist,4250
What are the advantages and disadvantages of this derived system of calculating points in hockey?,2521,1,,,1284,jdp,139
Rules for Orange and Purple Caps in IPL,2522,1,2523,,753,Azik Abdullah,8601
,2523,2,,2522,857,Orangecrush,5088
,2524,2,,2522,1286,NINCOMPOOP,589
Which offences result in indirect free kicks?,2525,1,2526,,1286,NINCOMPOOP,589
,5265,2,,5253,1276,AnthonyLeGovic,281
Does the team with the extra rest day perform better?,5266,1,5274,,110,Fillet,3554
,5267,2,,341,6058,Nitz,1
What is use of old cricket ball?,5269,1,5270,,3673,Meet Pandya,885
,5270,2,,5269,6039,TrueDub,3363
Do teammates have to let someone else win if their team tells them to do so?,5271,1,5272,,3655,cantsay,1376
,5272,2,,5271,6039,TrueDub,3363
,5273,2,,5271,6061,SpinningWild,41
,5274,2,,5266,4772,arne.b,353
When do the first NCAA Football Polls come out?,5275,1,20751,,6063,user101289,111
What are the typical / expected results of using too large a surfboard?,5276,1,5548,,4976,Andrew Cheong,143
In the 2005-2006 NBA season why was Denver seeded above Dallas despite having 16 fewer wins?,5278,1,,,6067,alexis,21
,5284,2,,5262,6076,user6076,56
"Why does Kane wear a mask one week, and the next not?",5286,1,,,6078,Peter PitLock,121
Can a batsman be run out after the ball is dead?,5293,1,,,6083,YOUSAF REHMAN,41
,5294,2,,5293,4997,Rishi,121
,5295,2,,5293,540,Himanshu Jansari,6462
Yellow and Red Card pattern in football,5298,1,5300,,5031,Realdeo,243
,5300,2,,5298,4927,Phab,1009
,5301,2,,5299,1110,skullpatrol,271
What medal did the referee in the FIFA world cup get?,5303,1,5304,,6087,Arne,163
,5304,2,,5303,6039,TrueDub,3363
How the cricket ball's swing measured instantly?,5307,1,,,3673,Meet Pandya,885
What's to stop a guy staying at the back of a peleton?,5308,1,5309,,3655,cantsay,1376
,5309,2,,5308,6088,SpinningWild,86
Do they ever pull the goalkeeper in football?,5310,1,,,3763,pacoverflow,4470
,5311,2,,5310,3671,alamoot,8213
,5312,2,,5310,6,wax eagle,8985
,5315,2,,5310,6049,Duncan,2476
,5316,2,,5261,6049,Duncan,2476
,5317,2,,5298,3517,Qvist,607
,5318,2,,5310,6092,David Spence,161
,5319,2,,5298,3526,Reinstate Monica 2331977,7219
How quickly should a drop back passer release the ball?,5320,1,5615,,3704,Peter Wipperfurth,137
,5322,2,,5310,5030,David Richerby,145
,5323,2,,476,6096,Christo,1
,5324,2,,5310,6099,helper,21
,5325,2,,5310,6100,user143522,41
Where does the assistant referee watch to realize when a soccer player is offside?,5331,1,5333,,1831,Ale,9000
,5332,2,,5331,6112,Tom Bowen,368
,5333,2,,5331,3526,Reinstate Monica 2331977,7219
,5334,2,,5310,6116,Noob,21
,5335,2,,5307,6039,TrueDub,3363
,5336,2,,3816,6117,ACD,195
"How does ""optioning"" a player to the minor leagues work?",5337,1,5338,,1738,Tom Au,3617
,5338,2,,5337,6,wax eagle,8985
,5340,2,,2053,1738,Tom Au,3617
What is ball tampering in cricket?,5343,1,5344,,6064,katta,73
,5344,2,,5343,540,Himanshu Jansari,6462
,5345,2,,5343,753,Azik Abdullah,8601
Does being good at table-tennis help when playing tennis,5346,1,5347,,6124,Florin M.,233
,5347,2,,5346,18,jamauss,8239
,5348,2,,5346,1738,Tom Au,3617
"Football penalty shootouts: Germany wins 71% of the time, England 17% only. Any reason?",5349,1,5353,,1832,Franck Dernoncourt,463
,5350,2,,5346,6129,ananymous,1
,5352,2,,5346,6130,soandso,11
,5353,2,,5349,6049,Duncan,2476
How does the slope at Lord's aid swing bowling?,5354,1,,,6137,Mirali,81
,5355,2,,5354,6039,TrueDub,3363
Why do German football (soccer) fans wear cowboy hats?,5356,1,,,3661,ipso,810
Would a catcher have an advantage batting against a former teammate pitcher?,5357,1,5534,,6138,razethestray,297
How could pitchers once pitch both games of a doubleheader?,5358,1,5359,,1898,kuzzooroo,1510
,5359,2,,5358,459,jahroy,276
,5360,2,,5354,3737,Shaunak D,283
Why is there no ATP Masters series 1000 event on grass courts?,5361,1,,,1630,KharoBangdo,1533
throwing mechanics,5362,1,5379,,6140,S.C.,145
,5363,2,,5361,18,jamauss,8239
Football score swapping: is it ok?,5364,1,5365,,6141,Andrey Moiseev,123
,5365,2,,5364,3517,Qvist,607
Why does the Vuelta a EspaÃ±a have a combination classification?,5366,1,,,6143,Lee White,230
,5367,2,,2809,6143,Lee White,230
What does the batting strike rate signify?,5368,1,5369,,4804,prazor9,273
,5369,2,,5368,753,Azik Abdullah,8601
,5372,2,,5176,6144,degant,282
How does a three team trade work?,5375,1,,,1738,Tom Au,3617
,5376,2,,5375,6,wax eagle,8985
,5377,2,,4030,6144,degant,282
How does a multiple player trade work?,5378,1,,,1738,Tom Au,3617
,5379,2,,5362,6049,Duncan,2476
Criteria for Man of The Match in Cricket,5381,1,,,4804,prazor9,273
On what basis is the Man of The Match award given in Football and who decides that?,5382,1,5384,,4804,prazor9,273
,5383,2,,5381,6039,TrueDub,3363
,5384,2,,5382,3517,Qvist,607
,5385,2,,5349,6150,user34143,169
"Statistically, who is the worst NFL team in history?",5386,1,,,6150,user34143,169
Is a goal scored if the goalkeeper catches the ball after it has crossed the goal line?,5387,1,5388,,4833,geoff,607
Is carrying a player into touch a legal defense?,22452,1,22473,,17285,KMSTR,153
,22454,2,,17488,17288,Leliel,111
Can you goaltend a shot that won't count?,22455,1,22456,,10707,Ellesedil,103
,22456,2,,22455,9578,BowlOfRed,2998
"Does the MLB website contain win-loss stats? If so, how can I examine win-loss stats on the MLB website?",22457,1,22459,,17177,shi95,127
,22459,2,,22457,17292,fu DL,136
,22460,2,,22457,16112,user16112,946
Which watches are given as gifts to ice hockey players in the world cup?,22461,1,,,17294,Kristaps Vilerts,109
"Before each session in the Ryder Cup, is either captain aware of the opposing team's lineup for that session?",22463,1,,,17296,Major_Tom,31
,22465,2,,22463,9319,Nij,6688
"If an English qualified team is banned from the champions league, who takes over the vacant spot?",22466,1,22471,,14874,a123,53
,22468,2,,22463,16112,user16112,946
,22471,2,,22466,9319,Nij,6688
,22473,2,,22452,6161,Niall,732
,22475,2,,17509,17305,DurkoMatko,121
Can an out be considered a force out if it was called for an illegal (diving) slide and the runner was forced to reach the base?,22477,1,,,13730,GreenMatt,391
,22478,2,,21257,13730,GreenMatt,391
,22479,2,,22477,16606,DJ Spicy Deluxe,173
Finland goal song at IIHF WM 2019,22482,1,,,17314,Nauris FrancuzÄ“viÄçs,11
Run out in cricket,22483,1,,,17315,Phil,1
,22484,2,,22410,13403,Bill Hileman,326
,22485,2,,22483,9319,Nij,6688
Has a horse ever crossed the finish line first without a jockey?,22488,1,,,3763,pacoverflow,4470
,22494,2,,22488,17324,Allure,623
,22498,2,,22451,9129,Ben Whyall,1892
"Can the goalkeeper release the ball at their own goal, then save it from going in?",22499,1,22500,,13128,James Well,327
,22500,2,,22499,14543,dly,4021
How to handle missed workouts before a race?,22501,1,,,17329,Paul,111
,22502,2,,18807,13730,GreenMatt,391
"In a ranking system, what value is conventional for scores/set/points quotient when the divisor is 0?",22508,1,22513,,14472,dabadaba,133
Can an umpire overturn a call in little league?,22509,1,,,17340,Jason78,19
,22511,2,,10501,12477,John Dallman,113
,22512,2,,22508,14543,dly,4021
,22513,2,,22508,6126,Philip Kendall,18797
,22515,2,,22399,16864,Muhammad Zeeshan ,1
,22517,2,,22410,17345,TRUE,151
Are tennis rackets checked by officials before matches?,22518,1,,,17345,TRUE,151
Can the home team win an extra-inning baseball game by more than 1 run?,22520,1,22523,,16160,Will,143
,22521,2,,22520,6126,Philip Kendall,18797
,22522,2,,9206,17349,Rahul,1
,22523,2,,22520,9578,BowlOfRed,2998
What is the point of using the gloves that leave the knuckles exposed that the Florida State Boxing Commission is imposing for bare-knuckle boxing?,22526,1,,,1832,Franck Dernoncourt,463
,22529,2,,16117,17357,Mikw,1
,22531,2,,20367,17295,Fierce82,109
Putting out on every hole in a bogey competition,22533,1,,,17363,Linda Smith,11
,22535,2,,22482,17365,Oliver W,21
When did the NFL move the stanchion out of the end zone?,22537,1,22543,,3763,pacoverflow,4470
Where does a player's runs scored under his country's A team goes to?,22538,1,,,11599,Kulasangar,283
,22539,2,,12052,16749,Ola StrÃ¶m,881
,22540,2,,22538,12169,SaiPavanParanam,209
,22543,2,,22537,1723,Ben Miller - Remember Monica,8101
,22544,2,,3716,17370,Oliver,11
Is there Intergender wrestling at the college level?,22548,1,,,17346,Travis,1
Has an MLB player ever won an MVP award without going to that year's All-Star game?,22550,1,,,16606,DJ Spicy Deluxe,173
Why does the MLB not have awards such as MVP and Cy Young for both AL and NL together?,22551,1,,,16606,DJ Spicy Deluxe,173
,22552,2,,22550,16112,user16112,946
,22553,2,,9202,17380,Bob Gutterman,9
"If Arsenal wins the 2019 UEFA Europa League final, which teams will represent England in the Champions League next year?",22554,1,22555,,17381,Snostorp,163
,22555,2,,22554,9319,Nij,6688
,22556,2,,22551,15558,pboss3010,1018
Pinch hitter for pitcher,22558,1,,,17385,Scott,1
,22559,2,,22558,16335,Ginge,412
"In football, do player wear the same jerseys that are sold to spectators?",22565,1,22567,,17394,JKHA,163
,22567,2,,22565,13485,Ram Chandra Giri,6269
"In football, how should the referee deal with possible offside situations involving attacking/defending players off the field of play?",22569,1,22576,,11498,Labba,973
How do I memorize hand signals faster being called out as a play during football?,22571,1,,,17401,Diego,41
"What is the difference between a runner, a floater, and a tear drop?",22572,1,,,16335,Ginge,412
Foul or fair softball,22575,1,,,17407,Richard,1
,22576,2,,22569,3526,Reinstate Monica 2331977,7219
,22577,2,,22575,9578,BowlOfRed,2998
Outdoor Volleyball: Is overhand contact with fingers on a serve legal?,22581,1,,,17416,Kenneth Knowles,51
What should the referee do when a team doesn't want to play a large amount of added time?,22582,1,,,17420,Kelly R Frey,21
,22584,2,,22582,9319,Nij,6688
What happens to a ball if it is snatched by a bird?,22586,1,,,17428,Heather Cawte,29
,22587,2,,22572,17429,Anshuman Dikhit,111
A forfeited game in baseball,22590,1,,,17431,user17431,11
,22591,2,,18176,15454,ckett,377
,22592,2,,22586,6126,Philip Kendall,18797
,22593,2,,15163,17435,user17435,21
does the run count,22598,1,,,17444,tonyc,11
,22599,2,,2550,17140,Amy Rihanz,41
,22601,2,,22598,13730,GreenMatt,391
How many potential different endings are there for a football match?,22602,1,22603,,17448,NaranjeIsOrange,143
,22603,2,,22602,9319,Nij,6688
Why do so few U.S. colleges and universities (and high schools) have volleyball for men?,22606,1,22608,,13730,GreenMatt,391
,22607,2,,10575,13730,GreenMatt,391
,22608,2,,22606,6126,Philip Kendall,18797
Why don't athletes who don't want their autographs resold draw a shape to designate it's not for resale?,22612,1,,,17456,Randy Zeitman,99
Difference in injury rates between girls' and boys' lacrosse?,16108,1,16148,,9750,aparente001,233
,16112,2,,2961,13337,Daryl,1
MLB closer with walk off hit,16116,1,16147,,3671,alamoot,8213
Why not get the force out at third?,16117,1,16118,,13347,limp_chimp,113
,16118,2,,16117,6049,Duncan,2476
Why was Eliud Kipchoge's time from Nike's Breaking2 not a world record?,16119,1,16120,,35,pjmorse,2669
,16120,2,,16119,35,pjmorse,2669
,16123,2,,12233,973,DaveP,141
,16124,2,,5225,13357,Huna,1
How much of the power used in a formula e race is from recovery vs initial battery capacity?,16131,1,16324,,4844,Fogmeister,238
How exactly are two teams to be relegated from IIHF World Championships decided?,16132,1,,,1237,Martin,5720
,16133,2,,16132,1237,Martin,5720
,16134,5,,,1237,Martin,5720
,16135,4,,,1237,Martin,5720
,16137,2,,16132,13371,slovakia,1
Can a batsman be run out on a boundary shot?,16139,1,,,13373,articuno,159
,16140,2,,16139,6126,Philip Kendall,18797
,16143,2,,16092,13228,Yosef Mordechai Coleman,384
,16147,2,,16116,13193,The G of GIS,306
,16148,2,,16108,13193,The G of GIS,306
What Is the Ted Stepien Rule?,16149,1,16150,,10408,Kevin Tinnemans,331
,16150,2,,16149,6126,Philip Kendall,18797
,16151,2,,16097,13146,Parker McA,166
,16152,2,,15025,13384,Jonathan Bergeron,127
,16153,5,,,1237,Martin,5720
,16154,4,,,1237,Martin,5720
Why did Hapoel Be'er Sheva go through over Southampton in UEFA EL 2016-'17?,16156,1,16157,,13388,Stacker,23
,16157,2,,16156,1237,Martin,5720
Moving during serve in tennis,16160,1,,,13393,Chris S,31
How often do 0-0 scores at the completion of regulation occur in major sports?,16161,1,,,3257,JeopardyTempest,1859
Dealing with excessive sweat in the hands while playing squash,16162,1,,,364,posdef,7095
,16165,2,,16162,9319,Nij,6688
Has there been a time the 2 NBA or NHL teams in the playoffs final series got there without losing any games?,16166,1,16169,,3671,alamoot,8213
,16168,2,,16161,13379,Pawr,1547
,16169,2,,16166,10408,Kevin Tinnemans,331
,16170,2,,4146,13403,Bill Hileman,326
,16171,2,,16023,13379,Pawr,1547
,16172,2,,15952,13379,Pawr,1547
,16173,2,,383,13403,Bill Hileman,326
,16174,2,,16160,13379,Pawr,1547
How much protection do NHL referees wear?,16175,1,16176,,3671,alamoot,8213
,16176,2,,16175,13379,Pawr,1547
,16177,2,,16162,11530,nitsua60,171
What are the rules for resuming/scoring a rain shortened game in baseball?,16178,1,,,1738,Tom Au,3617
,16184,2,,16061,13410,user13410,19
,16185,2,,13264,13411,Frank Anderson,486
,16186,2,,16178,13411,Frank Anderson,486
,16187,2,,16102,13411,Frank Anderson,486
,16188,2,,15959,13411,Frank Anderson,486
How are combat sports legal?,16189,1,,,3671,alamoot,8213
How can I determine the dates on which separate baseball teams had the same result?,16190,1,,,13413,Aaron Jones,21
Most first class century in cricket?,16191,1,16192,,13412,Chandan Kumar,35
,16192,2,,16191,12772,Arulkumar,132
,16193,2,,16139,13412,Chandan Kumar,35
,16194,2,,16189,6126,Philip Kendall,18797
F1: Mandatory tyre compounds,16195,1,,,12495,Denis Davydov,161
,16196,2,,12866,13379,Pawr,1547
A pitcher given the loss despite others allowing the winning runs - how?,16197,1,,,13422,Wayne Allard,11
,16198,2,,16197,9578,BowlOfRed,2998
Why did ICC decide to go with Champions Trophy 2017?,16199,1,17380,,12919,Kinjal Patel,349
Is there offside when the ball deflects off an opponent?,16200,1,,,13424,NZ Gooner,91
An earned run and loss despite the runner being out - how?,16203,1,,,13426,Monty,11
,16204,2,,16200,12991,gdrt,5546
"On a proper skateboard, what is the proper level of freedom for the wheels to spin?",16206,1,,,13429,MyFantasy512,121
,16208,2,,16203,9578,BowlOfRed,2998
,16210,2,,15269,13434,Fjpavia,1
Black Ball: Can a player win a game by first hitting an opponents ball on a free shot?,16211,1,,,13435,user3861796,71
,431,5,,,379,Richard Krajunus,545
,432,4,,,18,jamauss,8239
,433,5,,,528,KeithS,2538
,434,4,,,18,jamauss,8239
,435,5,,,528,KeithS,2538
,436,4,,,18,jamauss,8239
,437,5,,,385,Dor Cohen,7543
,438,4,,,18,jamauss,8239
,439,5,,,528,KeithS,2538
,440,4,,,18,jamauss,8239
,441,5,,,528,KeithS,2538
,442,4,,,18,jamauss,8239
,443,2,,423,269,moesef,271
,444,2,,385,269,moesef,271
Is there a limit on the number of events that a track and field athlete may enter in one meet?,445,1,447,,61,JW8,6486
,446,2,,419,23,geoffc,2257
,447,2,,445,24,Kevin,1038
,448,2,,385,24,Kevin,1038
,449,5,,,-1,Community,1
,450,4,,,18,jamauss,8239
,451,5,,,385,Dor Cohen,7543
,452,4,,,18,jamauss,8239
,453,5,,,528,KeithS,2538
,454,4,,,18,jamauss,8239
,455,5,,,-1,Community,1
,456,4,,,18,jamauss,8239
Do traded players get their names on the Stanley Cup if previous team wins?,457,1,,,279,Matt,131
